date,Name,vx,vx_s,vy,vy_s,vz,vz_s,x,x_s,y,y_s,z,z_s
 A.D. 2000-Jan-01 00:00:00.0000,264101,-0.0075564688,1.50303104E-09,-0.0020413412,5.21080726E-09,-0.000568605,1.26066424E-09,-1.6357298356999999,3.54286948E-06,4.735921307,1.20891102E-06,-0.45906719100000004,1.12171788E-06
 A.D. 2000-Jan-01 00:00:00.0000,264125,-0.0071339234,5.34534831E-09,-0.0038262839,9.57840249E-09,0.0006628699,1.69973205E-09,-2.5103483030000002,6.03683796E-06,4.0733699081,3.29580199E-06,0.6167285742999999,1.00489165E-06
 A.D. 2000-Jan-01 00:00:00.0000,264139,-0.0078876728,0.000000001,-0.00028457360000000003,6.73383402E-09,0.00041570809999999996,1.36217829E-09,0.0307864152,0.000004236,4.8815516892,5.97055364E-07,0.5900188645000001,1.10229868E-06
 A.D. 2000-Jan-01 00:00:00.0000,264156,-0.006469786,2.15902342E-09,-0.0032957389,3.58590129E-09,0.0010028493,1.23419144E-09,-2.6957817952,2.63565153E-06,4.6339855433,1.37438567E-06,0.33588681789999997,1.28334033E-06
 A.D. 2000-Jan-01 00:00:00.0000,264164,-0.007456980500000002,1.05242824E-09,0.000487161,4.16811544E-09,0.0010828193,1.53893693E-09,0.02988441,2.79635832E-06,5.1660170479000005,7.40638348E-07,-0.22540854,1.2002859E-06
 A.D. 2000-Jan-01 00:00:00.0000,264166,-0.0074758309,1.50691308E-09,-0.0024064243,3.54044275E-09,-0.0008310028999999999,1.22434936E-09,-1.8771057147999999,2.4239255E-06,4.6243641030000004,9.13302753E-07,0.1246660635,8.46082663E-07
 A.D. 2000-Jan-01 00:00:00.0000,266647,-0.0075296678000000014,2.59432495E-09,-0.0025554231,0.000000007,-0.0007862694000000001,1.48505669E-09,-1.9549793744,4.35992224E-06,4.4543304679,1.69890664E-06,0.1739064504,1.13442067E-06
 A.D. 2000-Jan-01 00:00:00.0000,266808,-0.0081203183,1.48078352E-09,0.0015109638,4.91298854E-09,-0.0006425119,1.16003689E-09,0.8226660393999999,3.0705454E-06,4.6156534013,6.48421897E-07,-0.4321359938,8.52642114E-07
 A.D. 2000-Jan-01 00:00:00.0000,269327,-0.0068462101,2.68400533E-09,-0.0030554,5.88824938E-09,-0.0008283689999999999,1.49457648E-09,-2.4608442223,4.29769987E-06,4.6127086289,2.10127998E-06,-0.046952365700000005,1.33814819E-06
 A.D. 2000-Jan-01 00:00:00.0000,274675,-0.007416150799999998,2.9336826E-09,-0.0034129291,7.09016311E-09,-0.0006202692,1.43130291E-09,-2.0751991482,4.38856502E-06,4.2912048274000005,2.22176348E-06,0.41226541759999996,9.35363981E-07
 A.D. 2000-Jan-01 00:00:00.0000,275116,-0.007178067,1.71335094E-09,-0.0021853947,5.90463493E-09,0.000789298,1.26135641E-09,-1.5670969623,3.8816543E-06,4.8962358169,1.33619801E-06,0.5397045088,1.1306603E-06
 A.D. 2000-Jan-01 00:00:00.0000,275333,-0.0075145177,9.06826842E-10,-0.0004136076,5.94879458E-09,0.0005068733999999999,1.18677644E-09,-0.2574061582,4.06459137E-06,5.1140865837,6.476317E-07,0.6377795239,1.55054151E-06
 A.D. 2000-Jan-01 00:00:00.0000,287577,-0.0076115174,7.38231829E-10,0.0006376054,3.40315946E-09,0.0001874178,1.12003386E-09,0.17407857699999998,2.45741916E-06,5.1041716042,5.34732705E-07,0.6279311264999999,1.12352809E-06
 A.D. 2000-Jan-01 00:00:00.0000,295491,-0.0079644642,1.77513765E-09,-0.0021911976,6.07190525E-09,-0.0002775223,1.64702539E-09,-1.3742814881999998,3.52934407E-06,4.4519467941,0.000001091,-0.5621925363,1.04559401E-06
 A.D. 2000-Jan-01 00:00:00.0000,295500,-0.007565518399999999,1.47485611E-09,-0.0021431361,4.91322515E-09,9.9838727960775e-05,1.56322686E-09,-1.6653898087999999,3.36939568E-06,4.617169649,1.27843197E-06,0.6468330004,1.92147362E-06
 A.D. 2000-Jan-01 00:00:00.0000,295503,-0.008008444699999999,1.20321834E-09,-0.0013923960999999998,7.16555325E-09,-0.0003737451,1.43365129E-09,-0.9888148501999999,4.58144421E-06,4.7095932753,1.02936E-06,-0.5351162536,9.4554617E-07
 A.D. 2000-Jan-01 00:00:00.0000,295513,-0.0077391482,1.07550105E-09,0.0009002344999999998,5.36326135E-09,-0.00030419240000000003,1.41616216E-09,0.3553608629,3.6376384E-06,4.9635585491,6.32209525E-07,-0.6161776006,1.26720387E-06
 A.D. 2000-Jan-01 00:00:00.0000,295520,-0.007275535699999999,1.91098023E-09,-0.0031232556,4.08291558E-09,-0.0008246749,1.58612306E-09,-2.3132173143,2.7487791E-06,4.3193862711,1.37146498E-06,-0.22347431550000002,1.64822978E-06
 A.D. 2000-Jan-01 00:00:00.0000,295625,-0.0072739369,2.89591135E-09,-0.0033454002,6.31969582E-09,-0.0008205901,1.24902773E-09,-2.2635070848,3.8945534E-06,4.3151679699,1.97547208E-06,0.1263199801,9.79751531E-07
 A.D. 2000-Jan-01 00:00:00.0000,295653,-0.006687395,2.23210273E-09,-0.0034430935999999997,4.06491259E-09,-3.42835502849399e-05,1.06736916E-09,-2.7331554151999997,2.77566581E-06,4.4190446703,1.52794975E-06,-0.6161834666,1.3100887E-06
 A.D. 2000-Jan-01 00:00:00.0000,295701,-0.0066409005000000005,2.46335472E-09,-0.0038240006,4.70789363E-09,0.00020665330000000002,1.15319962E-09,-2.4757369652000003,3.15216981E-06,4.432962240899999,1.87379863E-06,0.6650276468,1.0565256E-06
 A.D. 2000-Jan-01 00:00:00.0000,296581,-0.0075299398,1.43147664E-09,0.0015976267000000002,4.66405197E-09,0.0002663556,1.17971837E-09,1.2655875238,3.03492051E-06,4.8906655933,8.47286458E-07,0.6051341249000001,8.68119243E-07
 A.D. 2000-Jan-01 00:00:00.0000,296604,-0.008129265,0.000000001,0.0007960355999999999,0.000000007,-0.00015653059999999998,1.32481071E-09,0.263528011,4.28971341E-06,4.740342388399999,5.20828975E-07,-0.6210034427000001,7.90510668E-07
 A.D. 2000-Jan-01 00:00:00.0000,306753,-0.007385305,1.49003496E-09,0.0015917329,4.54524373E-09,-0.0008026933,0.000000001,1.1617894868,3.03156693E-06,5.0362965954000005,0.000000792,0.08144569530000001,9.04855852E-07
 A.D. 2000-Jan-01 00:00:00.0000,312461,-0.0075534413,9.07233521E-10,-0.0002236194,9.75460487E-09,-0.0007126138999999999,1.80064412E-09,-0.3240221535,6.23432756E-06,5.1058266083,6.65907954E-07,0.2707363963,1.35681567E-06
 A.D. 2000-Jan-01 00:00:00.0000,312474,-0.0067118526,3.05219602E-09,-0.0030423069,6.91072712E-09,0.0003525818,1.37409174E-09,-2.5629684109,4.7588888E-06,4.6545632101,2.420201E-06,-0.5801921696,1.04829136E-06
 A.D. 2000-Jan-01 00:00:00.0000,312620,-0.0075110699,2.10308459E-09,-0.0028954731,4.76167342E-09,-0.0007638164,1.93714568E-09,-1.9963878203,3.59417808E-06,4.4458201624,1.48813562E-06,-0.2764025883,1.14652798E-06
 A.D. 2000-Jan-01 00:00:00.0000,312622,-0.0073721199,1.19067458E-09,-0.0008140723,8.28181326E-09,0.0007328339999999999,1.61025043E-09,-0.6675070729,5.66107948E-06,5.234770504,0.00000103,0.5618647,1.53818953E-06
 A.D. 2000-Jan-01 00:00:00.0000,313024,-0.0073030543,2.50823483E-09,-0.0026876865999999997,4.30983296E-09,0.001202816,1.55782697E-09,-2.0483633555000003,2.71551062E-06,4.5066714604,1.2184859E-06,0.1384958372,1.04557546E-06
 A.D. 2000-Jan-01 00:00:00.0000,313323,-0.007912989799999999,2.09205077E-09,-0.0023682573,6.62037498E-09,-0.0003213768,1.48255802E-09,-1.5853865064,4.02142025E-06,4.3707112768,1.39548102E-06,0.5449544768,1.20512353E-06
 A.D. 2000-Jan-01 00:00:00.0000,315205,-0.0066965887,8.94714552E-09,-0.0038111052,1.95950512E-08,0.0009431007000000001,2.29127092E-09,-2.5047002836,1.17860633E-05,4.3488944831,7.48449903E-06,-0.38385742100000003,2.0675604E-06
 A.D. 2000-Jan-01 00:00:00.0000,315915,-0.0078162514,1.44493954E-09,-0.0011601521,6.06283961E-09,-0.0008169061999999999,1.92761034E-09,-0.6260549957,3.81936654E-06,4.8433941202,8.30443075E-07,0.0864173567,1.27149072E-06
 A.D. 2000-Jan-01 00:00:00.0000,315918,-0.0071346739,0.000000002,-0.0024683319,6.56639261E-09,-0.0005916808,1.72717835E-09,-1.7682357328,4.72790711E-06,4.8329710729,0.00000194,0.4090714883,1.77673343E-06
 A.D. 2000-Jan-01 00:00:00.0000,315925,-0.006617718199999999,0.000000002,-0.0034080979,4.31301162E-09,-0.0003068591,1.19711898E-09,-2.3499617505000003,2.86993701E-06,4.6884173722,1.52870727E-06,-0.5510242351,9.88913715E-07
 A.D. 2000-Jan-01 00:00:00.0000,315949,-0.0072847221,2.19072759E-09,-0.0028967226,5.5222552E-09,-0.0006938561,1.16391194E-09,-1.8081137186000005,3.28974266E-06,4.5915155281,1.26258155E-06,-0.2956533212,9.30070432E-07
 A.D. 2000-Jan-01 00:00:00.0000,315950,-0.0064443839000000004,9.1357965E-09,-0.0038820195,1.5317015E-08,-0.000614182,1.79106403E-09,-2.9772412757,1.04673832E-05,4.2502302549,6.62975523E-06,-0.3817709504,1.50592509E-06
 A.D. 2000-Jan-01 00:00:00.0000,315954,-0.0068278183999999995,9.67703277E-09,-0.0037360703000000003,2.0789693E-08,-0.000507643,2.79022269E-09,-2.4389842551,1.29980897E-05,4.3574234239,7.59070489E-06,0.5045686442,1.58278363E-06
 A.D. 2000-Jan-01 00:00:00.0000,316130,-0.0080669769,1.68833438E-09,-0.0012587921000000001,7.481094E-09,0.0007512049000000001,1.38680503E-09,-0.9349379804000001,4.53466647E-06,4.6096858371,9.51117554E-07,0.5380287082999999,1.11152694E-06
 A.D. 2000-Jan-01 00:00:00.0000,316157,-0.006792605699999999,3.68333506E-09,-0.0042023402,5.52976327E-09,-0.0005485224,1.47935206E-09,-2.7727313002,3.57630024E-06,4.0178341009,2.20213037E-06,-0.42283915369999997,0.000001069
 A.D. 2000-Jan-01 00:00:00.0000,316165,-0.0075077396,0.000000003,-0.0029862687,7.35121157E-09,0.0012341534,1.30541416E-09,-1.6695265347,4.49873498E-06,4.4580370082,1.87045845E-06,0.0729957763,1.34733073E-06
 A.D. 2000-Jan-01 00:00:00.0000,316174,-0.0067958263,3.28747953E-09,-0.0034710757,0.000000005,0.0008057133,1.25129871E-09,-2.6599304997999997,3.42866954E-06,4.3083814535,1.65549857E-06,0.5644750654999999,1.14573564E-06
 A.D. 2000-Jan-01 00:00:00.0000,316267,-0.0080799027,1.75946092E-09,0.0012618702999999999,7.60124032E-09,0.0012133394999999999,1.06878197E-09,0.767445013,4.50239362E-06,4.6745257108,0.00000107,0.11969604210000001,1.04279889E-06
 A.D. 2000-Jan-01 00:00:00.0000,316446,-0.0078240328,1.46233252E-09,0.0022747341,4.82490313E-09,-0.0008812437,1.43292846E-09,1.4574503553,2.56792979E-06,4.5287865837,1.37844599E-06,0.0836843744,8.79084754E-07
 A.D. 2000-Jan-01 00:00:00.0000,316484,-0.0075187336,1.83189705E-09,0.0013521969,8.1854353E-09,-0.0007317077000000001,0.000000001,0.6735198256999999,5.40343822E-06,5.0774527968,1.04605385E-06,0.1901480202,1.0334038E-06
 A.D. 2000-Jan-01 00:00:00.0000,316551,-0.007702570400000002,2.8532759E-09,-0.002480477,0.00000001,0.0001189264,1.87668168E-09,-1.4435634794999999,5.98125157E-06,4.545253139700001,2.0431112E-06,-0.6019993048,1.05687826E-06
 A.D. 2000-Jan-01 00:00:00.0000,316552,-0.007312467,2.11532257E-09,-0.0024484408,6.60086902E-09,0.000838922,1.39827807E-09,-1.42454073,4.25006648E-06,4.7992394395,1.54589275E-06,0.5023861096,1.25829268E-06
 A.D. 2000-Jan-01 00:00:00.0000,321095,-0.0070419906999999995,6.90974799E-09,-0.0028669153000000004,1.6913343E-08,0.000689029,2.3047588E-09,-2.3465251174,1.1371435E-05,4.5711631885,5.16962807E-06,-0.48399674060000003,1.67776714E-06
 A.D. 2000-Jan-01 00:00:00.0000,321113,-0.0064563891,3.3701386E-09,-0.0037715584999999997,6.11848264E-09,-0.000622289,1.88413165E-09,-2.6800015221,4.18213387E-06,4.4467796345999995,2.46883841E-06,0.4285075021,0.000001535
 A.D. 2000-Jan-01 00:00:00.0000,321115,-0.006898065,4.74760493E-09,-0.0037427479999999997,8.18263499E-09,2.19430528476536e-05,1.81872843E-09,-2.7485732544999997,5.41084382E-06,4.1039088351999995,3.08618802E-06,0.6554147262,0.000001225
 A.D. 2000-Jan-01 00:00:00.0000,321651,-0.0081484826,1.76654643E-09,-0.0010476169,6.8494233E-09,-0.00041274599999999997,1.46810762E-09,-0.8880698371,4.13511154E-06,4.6037367292,8.37404087E-07,0.4911096078,1.10444246E-06
 A.D. 2000-Jan-01 00:00:00.0000,322540,-0.0071583667,0.000000003,-0.0024675047,1.1652497E-08,-0.0006648264999999999,1.60505298E-09,-1.6423189230000002,7.5874537E-06,4.9069048796,2.99540434E-06,-0.3069867288,1.34128102E-06
 A.D. 2000-Jan-01 00:00:00.0000,322555,-0.0072969289,3.91749837E-09,-0.003183081,1.09441657E-08,-0.0008986253999999998,1.7059488E-09,-1.8936160169,0.000006742,4.4945751815,3.18663871E-06,-0.025192137000000003,1.57515477E-06
 A.D. 2000-Jan-01 00:00:00.0000,325695,-0.0077750515000000004,2.06918431E-09,-0.001649206,8.8005706E-09,0.0005121739,1.49722733E-09,-1.2409297886,5.65470536E-06,4.7545374736,1.3431756E-06,0.6150954753,1.36791996E-06
 A.D. 2000-Jan-01 00:00:00.0000,328381,-0.007356892199999999,3.13800199E-09,-0.0034640191999999997,7.28580985E-09,-0.00030179,1.65362366E-09,-2.1312379117,4.54744978E-06,4.2805003739,2.35156163E-06,0.5822666102,1.19238346E-06
 A.D. 2000-Jan-01 00:00:00.0000,329008,-0.008081602299999999,2.40854034E-09,-0.0014003251999999999,9.90409766E-09,0.0012603994,0.000000002,-0.8342486211,5.90936212E-06,4.5902736332,1.53421063E-06,0.0147662813,1.38018344E-06
 A.D. 2000-Jan-01 00:00:00.0000,331050,-0.007859103499999999,2.06149118E-09,-0.0013852545000000002,8.5075775E-09,0.0006832955000000001,1.60081614E-09,-1.1491312605,0.000005569,4.6678423673000005,1.3474759E-06,0.5763371197,1.84938449E-06
 A.D. 2000-Jan-01 00:00:00.0000,344629,-0.0072090448,0.000000003,-0.0036826941,5.05757326E-09,0.00048815830000000003,1.40444637E-09,-2.3136205455,3.36014959E-06,4.1749759349,1.73725614E-06,0.628218747,1.16321209E-06
 A.D. 2000-Jan-01 00:00:00.0000,347148,-0.0072761890000000015,1.32724052E-09,-0.0010987724,5.32221522E-09,0.001019255,1.11733063E-09,-1.0072516508,3.62254105E-06,5.219892988,8.11102894E-07,0.3171969598,1.17627493E-06
 A.D. 2000-Jan-01 00:00:00.0000,349919,-0.0075078023,3.33529925E-09,0.0021807,8.32710227E-09,-0.0007364458999999999,1.1761063E-09,1.5592278788,5.61659836E-06,4.7538109146,1.54944931E-06,0.2489234409,0.000001206
 A.D. 2000-Jan-01 00:00:00.0000,350051,-0.0078207415,0.000000002,0.0018177727999999999,0.000000006,0.0011955645,1.46832734E-09,1.2744443092,3.57573785E-06,4.6567876713,0.000001422,-0.1883561866,1.10143525E-06
 A.D. 2000-Jan-01 00:00:00.0000,350053,-0.0079917226,1.70165073E-09,0.0013050608,5.36975185E-09,0.00068837,1.59757731E-09,0.9027681570999999,3.38164275E-06,4.7195801494,1.00649311E-06,0.4931185320000001,9.45323959E-07
 A.D. 2000-Jan-01 00:00:00.0000,350825,-0.0079335369,1.5945596E-09,0.0021010145,4.90292354E-09,-0.0001119386,1.28603574E-09,1.2714813108,2.95786321E-06,4.5404191007,1.06112199E-06,0.5398568040999999,1.20427289E-06
 A.D. 2000-Jan-01 00:00:00.0000,352662,-0.0074976802000000006,8.88828586E-10,-0.0001187245,0.000000006,-0.0006797653,1.37530552E-09,-0.281885977,3.91491311E-06,5.1492140214,5.81893482E-07,0.2822718684,1.47945681E-06
 A.D. 2000-Jan-01 00:00:00.0000,352668,-0.0080892682,1.08612751E-09,0.0001728976,0.000000008,-0.00036858919999999996,1.36777478E-09,0.1850727981,4.99705763E-06,4.8331688887,4.96510272E-07,0.5000187527000001,9.22100713E-07
 A.D. 2000-Jan-01 00:00:00.0000,352793,-0.0077153612,0.000000001,-0.0011435633,4.61793071E-09,8.46858303369692e-05,1.33720787E-09,-0.6680611089999999,3.22563911E-06,4.8995087304,7.13847963E-07,0.6302581657,1.63209434E-06
 A.D. 2000-Jan-01 00:00:00.0000,353180,-0.0074194117000000006,1.73005004E-09,0.0015587733,5.55276498E-09,0.000414204,1.24221729E-09,1.1582258235,3.75931407E-06,4.9864656795,1.02627749E-06,0.5806747497,1.21106501E-06
 A.D. 2000-Jan-01 00:00:00.0000,353188,-0.0075182451,2.0870914E-09,-0.0024936916,7.33080818E-09,0.00033606099999999997,1.49891531E-09,-1.4725530962,0.000004818,4.7134248119999995,1.77679007E-06,0.6458875262,1.52813491E-06
 A.D. 2000-Jan-01 00:00:00.0000,353193,-0.007381975799999998,9.26833523E-10,0.0007584228999999999,3.91532063E-09,-0.0008014033,1.13441E-09,0.4378288944,2.50166764E-06,5.2099082768,7.6336059E-07,0.0014983082000000001,1.44482561E-06
 A.D. 2000-Jan-01 00:00:00.0000,353209,-0.007505816899999998,1.16990281E-09,-0.001063184,5.11534895E-09,0.0007008418,1.18366537E-09,-1.0247444862000001,0.000003471,5.0615123427999995,7.75307725E-07,-0.5163116952000001,1.0997936E-06
 A.D. 2000-Jan-01 00:00:00.0000,353346,-0.0081801927,1.24619363E-09,0.0002956662,1.11409088E-08,0.0011149739,1.59900831E-09,-0.0107894227,6.30026318E-06,4.6862561549,8.58882708E-07,-0.2723024122,1.23860564E-06
 A.D. 2000-Jan-01 00:00:00.0000,353350,-0.0077833929,1.2983899E-09,-0.0012741201,7.13761203E-09,-0.0006843817999999999,1.52809857E-09,-0.7704787506999999,4.52824935E-06,4.9174023451,0.000000934,0.3276100608,1.13965117E-06
 A.D. 2000-Jan-01 00:00:00.0000,353351,-0.0080584808,1.45301949E-09,0.000532595,9.72942821E-09,0.0011700604,1.3312887E-09,0.4006959257,5.82392599E-06,4.7927350643,0.000000851,-0.19053537559999997,1.27553826E-06
